epoch,step,train_component_loss,train_cosmology_loss,train_loss,train_matter_loss,val_loss
5,779,3.3627500534057617,3.6690380573272705,15.031122207641602,4.840354919433594,
5,789,3.4722836017608643,3.6854894161224365,15.102622985839844,4.840495586395264,
5,799,3.3135826587677,3.413792610168457,14.617647171020508,4.773531436920166,
5,809,3.4889256954193115,3.567831039428711,15.032637596130371,4.860171794891357,
5,819,3.297349214553833,3.4813835620880127,14.74972152709961,4.809831619262695,
5,829,2.9438400268554688,3.104926109313965,14.266371726989746,4.844762802124023,
5,839,3.841643810272217,3.941774368286133,15.5407075881958,4.83905553817749,
5,845,,,,,14.828513145446777
6,849,3.411769151687622,3.6268150806427,14.955620765686035,4.811460494995117,
6,859,2.973832845687866,3.4291059970855713,14.588164329528809,4.836071014404297,
6,869,3.3992490768432617,3.6840686798095703,14.799493789672852,4.707900524139404,
6,879,3.4028356075286865,3.7493767738342285,15.13404655456543,4.841625690460205,
6,889,2.818743944168091,3.0633552074432373,14.100574493408203,4.813923358917236,
6,899,3.730830192565918,3.8630471229553223,15.378372192382812,4.824954509735107,
6,909,3.145836353302002,3.498866319656372,14.739604949951172,4.8339104652404785,
6,919,3.5974512100219727,3.674785614013672,15.096427917480469,4.811458110809326,
6,929,3.1506199836730957,3.3671839237213135,14.662720680236816,4.860113620758057,
6,939,3.360255241394043,3.5108792781829834,14.81329345703125,4.811142921447754,
6,949,2.8363261222839355,3.065821886062622,14.0052490234375,4.760632038116455,
6,959,3.7997868061065674,3.8756089210510254,15.220885276794434,4.722691535949707,
6,969,3.0183327198028564,3.427774667739868,14.572810173034668,4.817934513092041,
6,979,3.094616413116455,3.2801761627197266,14.400982856750488,4.786749362945557,
6,986,,,,,15.312642097473145
7,989,3.049032211303711,3.334498643875122,14.615422248840332,4.878203868865967,
7,999,3.476905345916748,3.633781909942627,15.044862747192383,4.8363142013549805,
7,1009,3.4635305404663086,3.652862548828125,15.131587982177734,4.873480319976807,
7,1019,2.88771915435791,3.095198392868042,14.34181022644043,4.901375770568848,
7,1029,3.1874146461486816,3.260891914367676,14.531645774841309,4.8385233879089355,
7,1039,2.935452461242676,3.2444634437561035,14.289648056030273,4.788729190826416,
7,1049,3.104098320007324,3.343893051147461,14.47880744934082,4.791432857513428,
7,1059,3.519745111465454,3.718482494354248,15.240785598754883,4.881215572357178,
7,1069,3.1758291721343994,3.5444495677948,14.988421440124512,4.928028583526611,
7,1079,3.6901724338531494,3.8098831176757812,15.300252914428711,4.822641849517822,
7,1089,3.4256412982940674,3.8423643112182617,15.300928115844727,4.872871398925781,
7,1099,3.6145362854003906,3.7966432571411133,15.264898300170898,4.830493450164795,
7,1109,2.993124008178711,3.2579429149627686,14.302848815917969,4.774171829223633,
7,1119,3.6195008754730225,3.781459331512451,15.064541816711426,4.736666202545166,
7,1127,,,,,14.719818115234375
8,1129,3.3840854167938232,3.6719796657562256,14.970724105834961,4.803350925445557,
8,1139,3.1749989986419678,3.486858367919922,14.832113265991211,4.878877639770508,
8,1149,3.3558526039123535,3.471295118331909,14.813835144042969,4.832306861877441,
8,1159,3.287269115447998,3.3876609802246094,14.646133422851562,4.8074188232421875,
8,1169,3.1833949089050293,3.5147135257720947,14.61991024017334,4.756749629974365,
8,1179,3.624903678894043,3.760263204574585,15.129480361938477,4.778382301330566,
8,1189,3.275392532348633,3.4089691638946533,14.567760467529297,4.760547637939453,
8,1199,3.5885860919952393,3.630540132522583,14.89060115814209,4.732883930206299,
8,1209,3.148898124694824,3.383327007293701,14.833547592163086,4.937885284423828,
8,1219,3.247650384902954,3.6076207160949707,14.906478881835938,4.8375163078308105,
8,1229,3.2140450477600098,3.4746124744415283,14.914324760437012,4.916345119476318,
8,1239,3.2621874809265137,3.627810478210449,14.836609840393066,4.788852691650391,
8,1249,3.0355072021484375,3.4066097736358643,14.446709632873535,4.761173248291016,
8,1259,3.2548763751983643,3.5256564617156982,14.73459243774414,4.790748596191406,
8,1268,,,,,14.957122802734375
9,1269,3.3209474086761475,3.3919360637664795,14.573145866394043,4.7603678703308105,
9,1279,3.3089349269866943,3.442042112350464,14.764500617980957,4.833995342254639,
9,1289,3.2158823013305664,3.4252700805664062,14.597005844116211,4.781897068023682,
9,1299,3.2930712699890137,3.665043354034424,14.903688430786133,4.796054363250732,
9,1309,3.248246908187866,3.5356287956237793,14.81356143951416,4.826904296875,
9,1319,3.4769482612609863,3.6046972274780273,14.831937789916992,4.744383335113525,
9,1329,3.339212417602539,3.5372817516326904,14.837724685668945,4.815418243408203,
9,1339,3.006744623184204,3.3196287155151367,14.440990447998047,4.808994770050049,
9,1349,3.4311399459838867,3.668867588043213,14.936302185058594,4.775932312011719,
9,1359,3.1812973022460938,3.4701225757598877,14.625062942504883,4.782145977020264,
9,1369,3.2320501804351807,3.584777593612671,14.873092651367188,4.836144924163818,
9,1379,3.638723373413086,3.755441665649414,15.005097389221191,4.715147018432617,
9,1389,3.294558525085449,3.5507161617279053,14.720457077026367,4.761230945587158,
9,1399,2.8623363971710205,3.0952062606811523,14.188817977905273,4.831221580505371,
9,1409,3.1181488037109375,3.335784912109375,13.512896537780762,4.309018611907959,
9,1409,,,,,16.926937103271484
10,1419,2.847393274307251,3.0704185962677,14.035489082336426,4.770687103271484,
10,1429,3.3718481063842773,3.6162495613098145,15.137016296386719,4.917420864105225,
10,1439,3.4395906925201416,3.5593066215515137,14.85965347290039,4.790276050567627,
10,1449,2.916032314300537,3.156873941421509,14.291672706604004,4.838391304016113,
10,1459,3.3822219371795654,3.599857807159424,14.888185501098633,4.798608779907227,
10,1469,3.143146276473999,3.2917978763580322,14.683784484863281,4.9102067947387695,
10,1479,3.5535924434661865,3.749182939529419,15.096110343933105,4.785065650939941,
10,1489,3.1738996505737305,3.383909225463867,14.51762580871582,4.773383140563965,
10,1499,3.0888209342956543,3.3658761978149414,14.530200958251953,4.809957027435303,
10,1509,3.307183265686035,3.5616614818573,14.96485710144043,4.8748016357421875,
10,1519,3.386676549911499,3.5268383026123047,14.96591854095459,4.872870922088623,
10,1529,3.3460564613342285,3.4593241214752197,14.756139755249023,4.811893939971924,
10,1539,3.198320150375366,3.6277568340301514,14.75948715209961,4.766284942626953,
10,1549,3.126812696456909,3.437805414199829,14.443318367004395,4.721053600311279,
10,1550,,,,,14.966105461120605
11,1559,3.5704383850097656,3.7069828510284424,14.989360809326172,4.748579502105713,
11,1569,3.2271299362182617,3.5236899852752686,14.638322830200195,4.750533580780029,
11,1579,3.1099178791046143,3.3805744647979736,14.602063179016113,4.8332648277282715,
11,1589,3.250413417816162,3.421597957611084,14.687775611877441,4.8204851150512695,
11,1599,3.1792705059051514,3.275383472442627,14.1254301071167,4.6302056312561035,
11,1609,3.2605156898498535,3.6043717861175537,14.898377418518066,4.831873893737793,
